ID;DOCID;BEGINTIME;ENDTIME;SHIFTDATE;ENABLED
400886;16;0.416667;0.4375;44366;1
400887;511;0.784722;0.791667;44369;1
400890;300;0.583333;0.604167;44376;1
400908;511;0.833333;0.840278;44369;1
400909;511;0.284722;0.291667;44370;1
400910;511;0.368056;0.375;44370;1
400919;511;0.451389;0.458333;44370;1
400921;511;0.534722;0.541667;44370;1
400922;511;0.618056;0.625;44370;1
400924;511;0.701389;0.708333;44370;1
400925;511;0.784722;0.791667;44370;1
400926;511;0.833333;0.840278;44370;1
400927;511;0.284722;0.291667;44371;1
400928;511;0.368056;0.375;44371;1
400929;511;0.451389;0.458333;44371;1
400930;511;0.534722;0.541667;44371;1
400931;511;0.618056;0.625;44371;1
400932;511;0.701389;0.708333;44371;1
400933;511;0.784722;0.791667;44371;1
400934;511;0.833333;0.840278;44371;1
400935;511;0.284722;0.291667;44372;1
400936;511;0.368056;0.375;44372;1
400937;511;0.451389;0.458333;44372;1
400938;511;0.534722;0.541667;44372;1
400939;511;0.618056;0.625;44372;1
400941;511;0.701389;0.708333;44372;1
400943;511;0.784722;0.791667;44372;1
400944;511;0.833333;0.840278;44372;1
400945;511;0.284722;0.291667;44373;1
400946;511;0.368056;0.375;44373;1
400947;511;0.451389;0.458333;44373;1
400948;511;0.534722;0.541667;44373;1
400949;511;0.618056;0.625;44373;1
400950;511;0.284722;0.291667;44375;1
400951;511;0.368056;0.375;44375;1
400952;511;0.451389;0.458333;44375;1
400953;511;0.534722;0.541667;44375;1
400955;511;0.618056;0.625;44375;1
400956;511;0.701389;0.708333;44375;1
400957;511;0.784722;0.791667;44375;1
400958;511;0.833333;0.840278;44375;1
400960;511;0.284722;0.291667;44376;1
400961;511;0.368056;0.375;44376;1
400962;61;0.375;0.416667;44370;1
400963;511;0.451389;0.458333;44376;1
400966;511;0.534722;0.541667;44376;1
400967;511;0.618056;0.625;44376;1
400968;511;0.701389;0.708333;44376;1
400969;511;0.784722;0.791667;44376;1
400970;511;0.833333;0.840278;44376;1
400971;511;0.284722;0.291667;44377;1
400972;511;0.368056;0.375;44377;1
400973;511;0.451389;0.458333;44377;1
400974;511;0.534722;0.541667;44377;1
400975;511;0.618056;0.625;44377;1
400976;511;0.701389;0.708333;44377;1
400977;511;0.784722;0.791667;44377;1
400978;511;0.833333;0.840278;44377;1
400981;131;0.524306;0.666667;44370;1
400984;464;0.461806;0.475694;44363;1
400985;377;0.479167;0.496528;44363;1
400990;402;0.333333;0.34375;44364;1
400991;402;0.333333;0.34375;44371;1
401003;41;0.520833;0.541667;44376;1
401016;402;0.333333;0.34375;44366;1
401034;474;0.5;0.520833;44365;1
401044;394;0.729167;0.760417;44370;1
401068;208;0.375;0.378472;44363;1
401082;386;0.402778;0.416667;44377;1
401127;472;0.604167;0.611111;44363;0
401139;80;0.315972;0.322917;44364;1
401185;61;0.4375;0.479167;44367;1
401186;38;0.444444;0.458333;44367;1
401210;55;0.503472;0.506944;44364;1
401211;195;0.75;0.767361;44363;1
401216;416;0.416667;0.434028;44366;1
401220;80;0.354167;0.368056;44366;1
401222;173;0.729167;0.746528;44365;1
401224;365;0.708333;0.725694;44365;1
401256;54;0.541667;0.559028;44363;1
401269;289;0.458333;0.475694;44363;1
401270;472;0.503472;0.517361;44363;1
401278;245;0.395833;0.413194;44363;1
401279;245;0.395833;0.413194;44364;1
401280;245;0.395833;0.413194;44365;1
401282;54;0.5;0.517361;44364;1
401286;24;0.708333;0.715278;44368;1
401288;24;0.71875;0.729167;44368;1
401293;300;0.333333;0.354167;44363;0
401303;80;0.368056;0.378472;44364;1
401356;513;0.583333;0.645833;44364;0
401360;269;0.458333;0.472222;44371;1
401361;181;0.541667;0.666667;44369;1
401394;513;0.666667;0.708333;44364;0
401398;38;0.333333;0.347222;44366;1
401399;365;0.354167;0.375;44366;1
401406;513;0.645833;0.704861;44364;1
401408;492;0.541667;0.604167;44369;1
401419;463;0.583333;0.621528;44364;0
401422;145;0.430556;0.444444;44374;1
401423;269;0.583333;0.597222;44369;1
401429;402;0.336806;0.340278;44363;1
401476;11;0.375;0.385417;44374;1
401488;73;0.458333;0.472222;44365;1
401498;300;0.75;0.767361;44364;1
401501;432;0.416667;0.430556;44365;1
401508;96;0.375;0.388889;44377;1
401516;11;0.697917;0.704861;44363;1
401520;208;0.333333;0.34375;44366;1
401523;289;0.4375;0.454861;44363;1
401576;512;0.336806;0.34375;44363;1
401579;472;0.520833;0.527778;44363;1
401586;337;0.388889;0.409722;44368;1
401591;322;0.75;0.770833;44365;1
401599;61;0.354167;0.375;44367;1
401600;11;0.375;0.381944;44367;1
401605;504;0.75;0.767361;44364;1
401609;289;0.375;0.395833;44365;1
401612;55;0.458333;0.46875;44366;1
401616;499;0.708333;0.725694;44363;0
401630;11;0.708333;0.715278;44363;1
401632;55;0.4375;0.447917;44365;1
401652;472;0.53125;0.538194;44363;1
401657;195;0.708333;0.725694;44363;0
401675;501;0.729167;0.746528;44363;0
401688;245;0.4375;0.458333;44365;1
401701;131;0.479167;0.5;44370;1
401725;181;0.555556;0.569444;44364;1
401732;61;0.520833;0.541667;44367;1
401741;61;0.4375;0.454861;44363;0
401742;61;0.375;0.416667;44367;1
401749;73;0.5;0.520833;44368;1
401759;463;0.625;0.642361;44364;0
401766;386;0.430556;0.444444;44370;1
401769;495;0.333333;0.350694;44366;1
401787;289;0.416667;0.434028;44363;1
401788;476;0.666667;0.684028;44365;1
401796;181;0.805556;0.819444;44372;1
401800;181;0.736111;0.777778;44372;1
401803;311;0.708333;0.75;44365;1
401811;45;0.729167;0.746528;44364;1
401812;45;0.746528;0.75;44364;1
401813;195;0.770833;0.788194;44363;1
401814;504;0.791667;0.809028;44364;1
401815;504;0.8125;0.833333;44364;1
401821;503;0.770833;0.788194;44365;1
401822;181;0.777778;0.791667;44372;1
401823;442;0.6875;0.694444;44363;0
401824;463;0.621528;0.625;44364;0
401832;269;0.295139;0.302083;44363;1
401837;147;0.708333;0.746528;44363;0
401839;245;0.729167;0.746528;44363;1
401846;269;0.305556;0.315972;44363;1
401847;269;0.333333;0.34375;44363;1
401849;416;0.6875;0.704861;44368;1
401856;245;0.375;0.392361;44363;1
401858;245;0.375;0.392361;44364;1
401859;245;0.375;0.392361;44365;1
401885;469;0.75;0.770833;44365;1
401889;365;0.395833;0.413194;44369;0
401891;147;0.75;0.788194;44363;1
401908;195;0.729167;0.746528;44363;1
401917;45;0.708333;0.725694;44364;1
401923;16;0.479167;0.5;44366;1
401929;16;0.534722;0.541667;44366;1
401934;365;0.4375;0.454861;44366;1
401936;501;0.75;0.767361;44363;1
401943;245;0.4375;0.454861;44363;1
401944;245;0.458333;0.475694;44363;1
401945;24;0.697917;0.704861;44368;1
401946;24;0.704861;0.708333;44368;1
401947;24;0.715278;0.71875;44368;1
401952;289;0.541667;0.552083;44363;1
401954;55;0.378472;0.381944;44363;0
401955;377;0.541667;0.5625;44363;0
401969;11;0.395833;0.40625;44374;1
401970;11;0.40625;0.416667;44374;1
401971;440;0.416667;0.434028;44374;1
401973;38;0.40625;0.416667;44374;1
401974;47;0.6875;0.697917;44371;1
401975;47;0.701389;0.711806;44371;1
401976;38;0.395833;0.40625;44374;1
401977;440;0.4375;0.454861;44374;1
402026;11;0.385417;0.395833;44374;1
402027;45;0.770833;0.788194;44364;1
402032;437;0.479167;0.541667;44363;0
402056;11;0.458333;0.465278;44374;1
402063;289;0.604167;0.625;44363;0
402065;22;0.628472;0.642361;44363;0
402070;11;0.71875;0.725694;44363;1
402074;289;0.416667;0.4375;44365;1
402075;245;0.336806;0.350694;44363;1
402076;245;0.458333;0.475694;44364;1
402082;61;0.333333;0.375;44374;0
402083;61;0.333333;0.375;44374;1
402095;269;0.333333;0.354167;44370;1
402100;96;0.361111;0.375;44370;1
402118;39;0.604167;0.614583;44368;1
402120;193;0.375;0.395833;44374;1
402121;193;0.416667;0.4375;44374;1
402123;193;0.4375;0.458333;44374;1
402149;11;0.725694;0.729167;44363;1
402180;38;0.295139;0.309028;44364;1
402185;47;0.677083;0.704861;44364;1
402188;384;0.770833;0.788194;44364;1
402189;55;0.510417;0.517361;44364;1
402196;300;0.333333;0.541667;44369;1
402197;300;0.333333;0.541667;44376;1
402198;269;0.319444;0.329861;44363;1
402200;269;0.347222;0.357639;44363;1
402203;416;0.4375;0.458333;44366;0
402204;300;0.361111;0.395833;44368;1
402205;300;0.416667;0.434028;44364;1
402206;300;0.333333;0.416667;44363;1
402208;300;0.458333;0.479167;44364;0
402210;300;0.458333;0.475694;44363;1
402212;245;0.354167;0.371528;44363;1
402218;491;0.628472;0.642361;44364;1
402233;437;0.395833;0.409722;44365;1
402235;432;0.430556;0.444444;44365;0
402240;245;0.75;0.767361;44363;1
402241;245;0.666667;0.684028;44364;1
402246;404;0.357639;0.381944;44363;1
402250;476;0.708333;0.725694;44365;1
402260;9;0.416667;0.4375;44364;0
402266;300;0.611111;0.628472;44364;1
402268;92;0.791667;0.809028;44364;1
402271;269;0.361111;0.371528;44363;1
402272;80;0.326389;0.34375;44369;1
402273;365;0.375;0.392361;44363;1
402274;499;0.708333;0.725694;44365;1
402278;416;0.708333;0.729167;44368;1
402279;45;0.791667;0.809028;44364;1
402283;437;0.375;0.395833;44365;1
402286;289;0.479167;0.496528;44363;1
402287;289;0.378472;0.392361;44363;1
402288;147;0.791667;0.833333;44363;1
402289;394;0.697917;0.729167;44370;1
402290;437;0.354167;0.375;44365;1
402293;504;0.770833;0.788194;44364;1
402294;181;0.597222;0.649306;44364;1
402296;73;0.472222;0.541667;44365;1
402299;61;0.375;0.395833;44374;1
402300;38;0.583333;0.59375;44363;1
402304;38;0.354167;0.364583;44364;1
402305;289;0.378472;0.392361;44364;1
402316;269;0.375;0.385417;44365;1
402317;45;0.6875;0.708333;44371;1
402318;386;0.444444;0.458333;44370;1
402320;38;0.375;0.385417;44364;1
402321;289;0.395833;0.413194;44364;1
402323;195;0.666667;0.6875;44370;1
402328;289;0.604167;0.625;44369;1
402331;337;0.333333;0.388889;44368;1
402332;92;0.8125;0.822917;44364;1
402333;337;0.392361;0.430556;44368;0
402342;394;0.760417;0.791667;44370;1
402349;377;0.378472;0.392361;44363;1
402350;512;0.388889;0.399306;44363;1
402369;61;0.395833;0.413194;44363;1
402374;181;0.541667;0.555556;44368;1
402375;96;0.295139;0.302083;44363;1
402381;491;0.642361;0.645833;44364;1
402384;269;0.611111;0.625;44363;1
402385;296;0.375;0.392361;44370;1
402386;296;0.395833;0.5;44364;0
402387;482;0.333333;0.336806;44364;1
402388;55;0.416667;0.427083;44366;0
402393;181;0.625;0.666667;44371;1
402394;55;0.385417;0.392361;44363;1
402395;269;0.371528;0.375;44363;1
402396;269;0.385417;0.388889;44363;1
402397;269;0.357639;0.361111;44363;1
402398;269;0.34375;0.347222;44363;1
402399;269;0.329861;0.333333;44363;1
402400;269;0.315972;0.319444;44363;1
402401;269;0.302083;0.305556;44363;1
402402;245;0.350694;0.354167;44363;1
402403;245;0.371528;0.375;44363;1
402404;245;0.392361;0.395833;44363;1
402405;245;0.413194;0.416667;44363;1
402406;245;0.434028;0.4375;44363;1
402407;245;0.454861;0.458333;44363;1
402408;245;0.475694;0.479167;44363;1
402409;296;0.392361;0.395833;44370;1
402410;96;0.315972;0.319444;44363;1
402411;22;0.642361;0.645833;44363;1
402413;11;0.694444;0.697917;44363;1
402414;11;0.704861;0.708333;44363;1
402415;11;0.715278;0.71875;44363;1
402416;11;0.736111;0.739583;44363;1
402417;472;0.517361;0.520833;44363;1
402418;472;0.527778;0.53125;44363;1
402419;472;0.538194;0.541667;44363;1
402420;463;0.642361;0.645833;44364;0
402421;61;0.413194;0.416667;44363;1
402422;61;0.309028;0.3125;44363;1
402423;61;0.392361;0.395833;44363;1
402424;61;0.371528;0.375;44363;1
402425;61;0.329861;0.333333;44363;1
402426;61;0.350694;0.354167;44363;1
402427;195;0.767361;0.770833;44363;1
402428;195;0.746528;0.75;44363;1
402429;195;0.725694;0.729167;44363;1
402430;195;0.684028;0.6875;44363;1
402431;195;0.704861;0.708333;44363;1
402432;55;0.381944;0.385417;44363;1
402433;55;0.392361;0.395833;44363;1
402434;208;0.378472;0.381944;44363;1
402435;54;0.559028;0.5625;44363;1
402436;386;0.413194;0.416667;44363;1
402437;386;0.427083;0.430556;44363;1
402438;386;0.440972;0.444444;44363;1
402439;365;0.392361;0.395833;44363;1
402440;300;0.475694;0.479167;44363;1
402441;38;0.59375;0.597222;44363;1
402442;289;0.5;0.517361;44363;1
402445;147;0.746528;0.75;44363;0
402446;147;0.788194;0.791667;44363;1
402447;289;0.392361;0.395833;44363;1
402448;289;0.434028;0.4375;44363;1
402449;289;0.454861;0.458333;44363;1
402450;289;0.475694;0.479167;44363;1
402451;289;0.496528;0.5;44363;1
402452;289;0.517361;0.520833;44363;1
402453;300;0.434028;0.4375;44364;1
402454;501;0.767361;0.770833;44363;1
402455;474;0.375;0.392361;44363;1
402456;474;0.392361;0.395833;44363;1
402457;499;0.746528;0.75;44363;1
402458;512;0.34375;0.347222;44363;1
402459;11;0.739583;0.746528;44363;1
402460;513;0.704861;0.708333;44364;1
402461;504;0.434028;0.4375;44363;1
402462;464;0.475694;0.479167;44363;1
402463;472;0.541667;0.548611;44363;0
402464;289;0.555556;0.565972;44363;0
402465;173;0.770833;0.788194;44365;1
402468;22;0.645833;0.663194;44363;1
402469;354;0.545139;0.548611;44364;1
402470;55;0.506944;0.510417;44364;0
402471;55;0.545139;0.548611;44364;1
402472;55;0.517361;0.520833;44364;1
402473;289;0.5625;0.569444;44364;1
402476;245;0.479167;0.496528;44363;1
402477;296;0.395833;0.413194;44370;1
402478;296;0.413194;0.416667;44370;1
402479;402;0.34375;0.347222;44364;1
402480;38;0.347222;0.361111;44369;1
402481;55;0.395833;0.402778;44363;1
402482;365;0.375;0.395833;44366;1
402483;208;0.460417;0.461806;44364;1
402486;432;0.444444;0.458333;44365;0
402487;296;0.378472;0.392361;44363;1
402488;365;0.416667;0.434028;44363;1
402489;365;0.434028;0.4375;44363;1
402490;296;0.392361;0.395833;44363;1
402491;365;0.413194;0.416667;44363;1
402492;208;0.361111;0.368056;44365;1
402493;472;0.552083;0.555556;44363;1
402495;354;0.375;0.395833;44367;1
402496;440;0.395833;0.416667;44367;1
402498;365;0.375;0.395833;44369;1
402500;289;0.416667;0.434028;44364;1
402501;269;0.291667;0.295139;44363;1
402502;208;0.361111;0.364583;44363;1
402503;506;0.4375;0.458333;44369;1
402504;245;0.746528;0.75;44363;1
402505;480;0.461806;0.475694;44363;1
402506;245;0.767361;0.770833;44363;1
402507;245;0.496528;0.5;44363;1
402508;22;0.663194;0.666667;44363;1
402509;22;0.625;0.628472;44363;1
402513;45;0.75;0.767361;44364;1
402514;289;0.458333;0.475694;44364;1
402515;38;0.4375;0.447917;44364;1
402516;289;0.395833;0.413194;44365;1
402519;491;0.666667;0.684028;44363;1
402521;245;0.5;0.520833;44363;1
402522;41;0.520833;0.541667;44364;0
402523;491;0.684028;0.6875;44363;1
402524;386;0.430556;0.440972;44363;1
402525;300;0.541667;0.583333;44364;1
402528;11;0.746528;0.75;44363;1
402530;404;0.395833;0.416667;44363;0
402532;11;0.75;0.756944;44363;1
402533;38;0.569444;0.579861;44363;1
402534;365;0.395833;0.413194;44363;1
402535;11;0.756944;0.760417;44363;1
402536;11;0.6875;0.690972;44363;1
402537;377;0.392361;0.395833;44363;1
402538;377;0.496528;0.5;44363;1
402539;333;0.628472;0.645833;44363;0
402540;404;0.381944;0.385417;44363;1
402541;494;0.645833;0.663194;44363;0
402543;139;0.645833;0.666667;44370;1
402544;96;0.302083;0.305556;44363;1
402545;333;0.645833;0.708333;44363;0
402546;333;0.625;0.628472;44363;1
402548;333;0.625;0.628472;44364;1
402549;333;0.625;0.628472;44365;0
402550;333;0.625;0.628472;44368;0
402551;333;0.625;0.628472;44369;0
402552;333;0.625;0.628472;44370;1
402553;300;0.770833;0.78125;44370;1
402554;333;0.625;0.628472;44371;1
402555;333;0.625;0.628472;44372;1
402556;365;0.458333;0.475694;44369;1
402557;38;0.319444;0.333333;44369;1
402558;61;0.416667;0.5;44363;1
402559;61;0.291667;0.295139;44363;1
402560;38;0.555556;0.565972;44363;1
402561;289;0.583333;0.600694;44363;1
402562;208;0.449306;0.451389;44364;1
402563;41;0.520833;0.538194;44364;1
402564;195;0.788194;0.791667;44363;1
402565;195;0.8125;0.833333;44363;1
402567;512;0.399306;0.402778;44363;1
402568;55;0.402778;0.40625;44363;1
402569;208;0.371528;0.375;44363;1
402570;208;0.364583;0.368056;44363;1
402571;55;0.40625;0.416667;44366;1
402572;386;0.416667;0.430556;44370;1
402573;11;0.760417;0.767361;44363;1
402575;22;0.628472;0.642361;44363;1
402576;512;0.347222;0.357639;44363;1
402577;512;0.357639;0.361111;44363;1
402578;512;0.371528;0.375;44363;1
402579;512;0.385417;0.388889;44363;1
402581;455;0.625;0.645833;44369;1
402582;38;0.579861;0.583333;44363;1
402583;38;0.565972;0.569444;44363;1
402584;404;0.385417;0.413194;44363;1
402585;300;0.4375;0.458333;44364;1
402586;11;0.770833;0.777778;44363;1
402587;11;0.767361;0.770833;44363;1
402588;11;0.777778;0.78125;44363;1
402589;289;0.565972;0.569444;44363;1
402590;289;0.552083;0.555556;44363;1
402591;404;0.40625;0.427083;44363;0
402592;289;0.520833;0.541667;44363;1
402593;289;0.600694;0.604167;44363;1
402594;365;0.4375;0.454861;44363;1
402595;365;0.454861;0.458333;44363;1
402596;289;0.395833;0.40625;44363;1
402597;499;0.729167;0.746528;44363;1
402599;337;0.409722;0.430556;44368;1
402600;269;0.295139;0.309028;44364;1
402601;269;0.3125;0.322917;44364;1
402603;464;0.75;0.770833;44363;1
402604;300;0.78125;0.802083;44370;1
402605;404;0.413194;0.416667;44363;1
402606;404;0.354167;0.357639;44363;1
402607;245;0.5;0.520833;44365;1
402609;300;0.333333;0.375;44364;0
402610;80;0.354167;0.364583;44364;1
402611;365;0.395833;0.413194;44364;1
402612;300;0.729167;0.746528;44364;1
402614;455;0.392361;0.395833;44368;1
402615;402;0.333333;0.336806;44369;1
402616;402;0.333333;0.336806;44376;1
402617;482;0.333333;0.336806;44363;1
402620;45;0.690972;0.704861;44364;1
402621;55;0.5625;0.569444;44364;1
402622;269;0.416667;0.427083;44363;1
402623;437;0.458333;0.472222;44368;1
402624;61;0.333333;0.354167;44367;1
402625;45;0.8125;0.833333;44364;1
402626;55;0.40625;0.413194;44363;1
402627;38;0.3125;0.319444;44364;1
402629;47;0.708333;0.71875;44364;1
402630;181;0.583333;0.59375;44364;1
402631;47;0.71875;0.722222;44364;1
402632;47;0.704861;0.708333;44364;1
402633;38;0.388889;0.40625;44364;1
402634;38;0.40625;0.409722;44364;1
402635;55;0.416667;0.423611;44363;1
402636;494;0.545139;0.559028;44363;1
402637;494;0.559028;0.5625;44363;1
402638;365;0.458333;0.475694;44363;1
402639;512;0.361111;0.371528;44363;1
402640;402;0.333333;0.336806;44370;1
402641;491;0.625;0.833333;44377;0
402642;269;0.416667;0.427083;44364;1
402643;402;0.333333;0.336806;44377;1
402645;55;0.413194;0.416667;44363;1
402646;289;0.583333;0.604167;44368;1
402647;55;0.427083;0.434028;44363;1
402648;55;0.423611;0.427083;44363;1
